genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00079	N508_00079		5240	5647	+	408		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00080	N508_00080		5662	8127	+	2466		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00081	N508_00081		8204	8515	+	312		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00082	N508_00082		8512	9135	+	624		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00083	N508_00083		9137	9931	+	795		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00084	N508_00084		9970	11514	+	1545		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00085	N508_00085		11517	12701	-	1185		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00086	N508_00086		12897	13835	-	939		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00088	N508_00088		15284	15736	-	453		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00089	N508_00089		15765	16526	-	762		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00090	N508_00090		16550	17875	-	1326		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00091	N508_00091		17856	20261	-	2406		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00092	N508_00092		20711	21019	-	309		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00093	N508_00093		21173	21700	+	528		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00094	N508_00094		21703	22203	+	501		peptide deformylase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00095	N508_00095		22212	23180	+	969		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00096	N508_00096		23503	23757	-	255		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00097	N508_00097		23770	24558	-	789		3-deoxy-8-phosphooctulonate synthase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00098	N508_00098		24567	26615	-	2049		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00099	N508_00099		26721	27479	+	759		imidazoleglycerol phosphate synthase, cyclase subunit				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00100	N508_00100		27490	27786	+	297		phosphoribosyl-ATP diphosphatase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00101	N508_00101		27786	29171	+	1386		argininosuccinate lyase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00102	N508_00102		29158	30045	+	888		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00103	N508_00103		30614	31519	-	906		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00104	N508_00104		31467	31685	-	219		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00105	N508_00105		31742	32902	-	1161		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00106	N508_00106		33144	33917	-	774		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00107	N508_00107		33927	34646	-	720		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00108	N508_00108		34662	34919	-	258		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00109	N508_00109		34919	35611	-	693		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00110	N508_00110		35645	37177	-	1533		membrane protein insertase, YidC/Oxa1 family domain				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00111	N508_00111		37390	37665	-	276		ribonuclease P protein component				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00112	N508_00112		37751	37891	-	141		50S ribosomal protein L34				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00113	N508_00113		38036	39676	-	1641		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00114	N508_00114		40167	40931	-	765		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00115	N508_00115		41026	44037	-	3012		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00116	N508_00116		44159	45358	-	1200		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00117	N508_00117		45362	46381	-	1020		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00118	N508_00118		46529	46654	-	126		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00119	N508_00119		46655	48220	-	1566		type I restriction-modification system, M subunit				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00120	N508_00120		48235	49578	-	1344		DNA repair protein RadA				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00121	N508_00121		49578	50606	-	1029		Holliday junction DNA helicase RuvB				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00122	N508_00122		50606	51178	-	573		Holliday junction DNA helicase RuvA				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00123	N508_00123		51201	51689	-	489		crossover junction endodeoxyribonuclease RuvC				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00124	N508_00124		51696	52439	-	744		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00125	N508_00125		52971	53270	+	300		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00126	N508_00126		53349	53798	+	450		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00127	N508_00127		53804	54400	+	597		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00128	N508_00128		54421	54915	+	495		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00129	N508_00129		54940	55449	+	510		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00130	N508_00130		55465	55986	+	522		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00131	N508_00131		56073	56675	+	603		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00132	N508_00132		56656	57165	+	510		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00133	N508_00133		57179	57682	+	504		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00134	N508_00134		57684	58226	+	543		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00135	N508_00135		58303	58674	+	372		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00136	N508_00136		58958	59746	-	789		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00137	N508_00137		59785	60342	-	558		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00138	N508_00138		60584	61897	-	1314		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00139	N508_00139		62091	63290	-	1200		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00140	N508_00140		63424	64014	+	591		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00141	N508_00141		64095	64883	+	789		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00142	N508_00142		64893	65744	+	852		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00143	N508_00143		65745	66320	+	576		ribosome biogenesis GTP-binding protein YsxC				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00144	N508_00144		66287	66880	+	594		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00145	N508_00145		66931	67473	+	543		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00146	N508_00146		67475	68008	+	534		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00147	N508_00147		68143	68643	+	501		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00148	N508_00148		69271	70269	-	999		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00149	N508_00149		70285	71763	-	1479		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00150	N508_00150		71876	72364	-	489		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00151	N508_00151		72378	72593	-	216		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00152	N508_00152		72586	74385	-	1800		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00153	N508_00153		74757	75164	+	408		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00154	N508_00154		75697	76092	-	396		ATP synthase F1, epsilon subunit				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00155	N508_00155		76095	77501	-	1407		ATP synthase subunit beta 3				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00156	N508_00156		77516	78373	-	858		ATP synthase F1, gamma subunit				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00157	N508_00157		78436	79944	-	1509		ATP synthase subunit alpha				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00158	N508_00158		80002	80544	-	543		ATP synthase F1, delta subunit				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00159	N508_00159		80548	81090	-	543		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00160	N508_00160		81103	81534	-	432		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00161	N508_00161		82579	83748	-	1170		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00162	N508_00162		83832	84830	-	999		glyceraldehyde-3-phosphate dehydrogenase, type I				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00163	N508_00163		85049	85741	+	693		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00164	N508_00164		85824	87035	+	1212		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00165	N508_00165		87598	89085	-	1488		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00166	N508_00166		89568	90371	-	804		dihydrodipicolinate reductase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00167	N508_00167		90386	91270	-	885		dihydrodipicolinate synthase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00168	N508_00168		91283	92095	-	813		diaminopimelate epimerase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00169	N508_00169		92217	92738	+	522		SsrA-binding protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00170	N508_00170		93275	96181	-	2907		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00171	N508_00171		96181	98544	-	2364		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00172	N508_00172		98717	101887	-	3171		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00173	N508_00173		101892	102992	-	1101		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00174	N508_00174		103111	105195	-	2085		cadmium-translocating P-type ATPase				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00175	N508_00175		105182	105529	-	348		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00176	N508_00176		105573	106334	+	762		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00177	N508_00177		106331	107668	+	1338		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00178	N508_00178		107806	109701	-	1896		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00179	N508_00179		109973	110827	+	855		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00180	N508_00180		110837	112783	+	1947		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00181	N508_00181		112904	115528	+	2625		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000005	RefSeq	CDS		N508_00182	N508_00182		115509	118541	+	3033		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000006	RefSeq	CDS		N508_00183	N508_00183		1	140	+	140		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000006	RefSeq	CDS		N508_00184	N508_00184		248	976	+	729		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000006	RefSeq	CDS		N508_00185	N508_00185		973	1497	-	525		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000006	RefSeq	CDS		N508_00186	N508_00186		1494	1871	-	378		hypothetical protein				
1379858.3	Mucispirillum schaedleri ASF457	AYGZ01000006	RefSeq	CDS		N508_00187	N508_00187		2082	3128	-	1047		hypothetical protein				
