genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00250			61840	62115	+	276		DNA-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00255			62327	63595	+	1269		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00260			63707	64504	+	798		HAD family hydrolase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00265			64790	65575	+	786		dihydrodipicolinate reductase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00270			65572	66795	+	1224		tRNA CCA-pyrophosphorylase			2.7.7.72|CCA tRNA nucleotidyltransferase	
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00275			66852	67304	+	453		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00280			67490	69400	+	1911		multidrug ABC transporter ATP-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00285			69413	70363	+	951		thymidylate synthase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00290			70373	70864	+	492		dihydrofolate reductase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00295			70971	71822	+	852		DegV family protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00300			71972	72916	+	945		ethanolamine utilization protein EutQ				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00305			72929	73573	+	645		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00310			73585	73806	+	222		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00320			75680	77155	+	1476		MFS transporter				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00325			77440	78498	+	1059		luciferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00330			78495	79193	+	699		NADP oxidoreductase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00335			79381	80316	+	936		restriction endonuclease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00340			80566	81495	-	930		LysR family transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00345			81685	82833	+	1149		5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00350			83401	84255	+	855	rbgA	GTPase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00355			84248	85015	+	768		ribonuclease HII				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00360			85094	85873	+	780		DNA processing protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00365			85962	88109	+	2148		DNA topoisomerase I				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00370			88388	89713	+	1326	gid	tRNA (uracil-5-)-methyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00375			89793	90737	+	945		recombinase XerC				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00380			90721	91263	+	543		ATP-dependent protease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00385			91281	92699	+	1419		ATP-dependent protease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00390			92726	93604	+	879		galactose mutarotase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00395			93800	94426	-	627		glycerol-3-phosphate acyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00400			94911	96917	+	2007	gyrB	DNA gyrase subunit B				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00405			96931	99381	+	2451		DNA topoisomerase IV subunit A				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00410			99565	100524	+	960		LysR family transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00415			100547	101476	+	930		inorganic pyrophosphatase			3.6.1.1|Inorganic diphosphatase	00190|Oxidative phosphorylation
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00420			101604	102038	+	435		peptide methionine sulfoxide reductase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00425			102066	102581	+	516		methionine sulfoxide reductase A				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00430			102745	102945	-	201		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00435			103158	104012	-	855		integrase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00440			106156	107682	-	1527		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00450			109203	109610	+	408		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00455			109689	111038	-	1350		pyridine nucleotide-disulfide oxidoreductase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00460			111104	111541	-	438		MarR family transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00465			111712	112239	-	528		acetyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00470			112338	114233	-	1896		ribitolphosphotransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00475			114259	115365	-	1107		ribitolphosphotransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00480			115353	116378	-	1026		ribitol-5-phosphate dehydrogenase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00485			116380	117081	-	702		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			2.7.7.60|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	00900|Terpenoid backbone biosynthesis
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00490			117684	119033	+	1350		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00495			119060	120652	+	1593		lactate permease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00500			120767	121117	+	351		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00505			121268	122176	-	909		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00510			122345	123685	-	1341		D-alanine/D-serine/glycine permease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00515			123910	124767	+	858		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00520			124903	125640	-	738		cyclic nucleotide-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00525			125869	126177	-	309		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00530			126205	126537	-	333		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00535			126875	128062	+	1188		MFS transporter				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00540			128265	129053	-	789		galactose-1-phosphate uridylyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00545			129135	129425	-	291		RNA-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00555			130368	131105	-	738		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00560			131220	131654	-	435		acetyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00565			131656	132525	-	870		DegV family EDD domain-containing protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00570			132610	133032	-	423		MarR family transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00575			133517	135223	+	1707		fibronectin-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00590			136400	136894	-	495		NUDIX hydrolase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00595			137097	137822	+	726		transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00600			137826	138197	+	372		LuxR family transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00605			138198	138866	+	669		chloramphenicol acetyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00610			139446	139841	+	396		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00615			139952	140551	-	600		phosphoglycerate mutase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00620			140703	142448	-	1746		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00625			142773	145334	-	2562		carbamoyl-phosphate-synthetase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00630			145331	146413	-	1083		carbamoyl phosphate synthase small subunit				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00635			146448	146972	-	525		uracil phosphoribosyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00640			147131	148054	-	924		pseudouridine synthase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00645			148074	148523	-	450		lipoprotein signal peptidase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00650			148856	150511	-	1656		formate--tetrahydrofolate ligase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00655			150605	150991	-	387		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00660			151023	151412	+	390		ribonuclease HI				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00665			151409	152515	-	1107		oxidoreductase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00670			152673	153467	-	795		alpha/beta hydrolase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00675			153724	154803	+	1080		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00680			154959	155636	-	678		ABC transporter ATP-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00685			155636	156394	-	759		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00690			156568	157026	+	459		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00695			157145	158113	-	969		peptidase S66				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00700			158286	159623	-	1338		glycosyl hydrolase family 25				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00705			159777	160262	-	486		GNAT family acetyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00710			160360	161439	-	1080		carboxypeptidase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00715			161593	162636	-	1044		glycosyl transferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00720			162994	163401	-	408		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00725			163597	164349	+	753		esterase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00730			164478	165842	-	1365		major facilitator transporter				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00735			166105	166401	-	297		transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00740			166439	167584	-	1146		RNA methyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00745			168144	168485	-	342		cell division protein GpsB				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00750			168560	169129	-	570		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00755			169244	169867	+	624	recU	Holliday junction endonuclease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00760			169879	172182	+	2304		carboxypeptidase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00765			172367	173320	+	954		iron ABC transporter ATP-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00770			173333	174343	+	1011		iron ABC transporter substrate-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00780			176157	176657	-	501		universal stress protein UspA				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00785			176748	177605	-	858		metal ABC transporter substrate-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00790			177624	178295	-	672		methionine ABC transporter permease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00795			178295	179362	-	1068		phosphate ABC transporter ATP-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00800			179736	179942	-	207		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00805			179998	180723	-	726		XRE family transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00810			180801	182096	-	1296	asnC	asparagine--tRNA ligase			6.1.1.22|Asparagine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00815			182117	183316	-	1200		aspartate aminotransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00820			183339	183800	-	462		extracellular protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00825			183905	186709	-	2805		diguanylate cyclase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00830			187554	188492	+	939		mevalonate kinase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00835			188515	189495	+	981		diphosphomevalonate decarboxylase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00840			189546	190637	+	1092		phosphomevalonate kinase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00845			190709	191755	+	1047		isopentenyl-diphosphate delta-isomerase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00850			191912	192925	-	1014		aldose epimerase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00855			192950	195196	-	2247		maltose phosphorylase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00860			195210	196556	-	1347		major facilitator transporter				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00865			197051	197923	-	873		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00875			199608	200417	+	810		HAD family hydrolase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00880			200597	202096	-	1500		amino acid permease				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00885			202113	203462	-	1350		4-aminobutyrate aminotransferase			2.6.1.19|4-aminobutyrate--2-oxoglutarate transaminase	00250|Alanine, aspartate and glutamate metabolism;00410|beta-Alanine metabolism;00640|Propanoate metabolism;00650|Butanoate metabolism
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00890			203890	204171	-	282		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00895			204311	204610	-	300		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00900			204703	205479	-	777		potassium transporter Kef				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00905			205578	206495	-	918		1,4-dihydroxy-2-naphthoate prenyltransferase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00910			206901	208226	-	1326		diaminopimelate decarboxylase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00915			208300	208494	-	195		tautomerase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00920			208764	210203	+	1440		peptidase U34				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00925			210387	210653	+	267		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00930			210731	210952	+	222		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00935			211165	211431	-	267		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00940			211638	211886	-	249		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00945			212098	212994	+	897		DeoR faimly transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00950			213141	213506	+	366		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00955			213664	214122	+	459		universal stress protein UspA				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00960			214150	214635	+	486		sensory protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00965			214780	215028	-	249		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00970			215418	215699	+	282		antibiotic biosynthesis monooxygenase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00975			216074	216679	-	606		chitin-binding protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00980			216927	218099	-	1173		cyclopropane-fatty-acyl-phospholipid synthase				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00985			218432	218632	+	201		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00990			218761	219099	+	339		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_00995			219985	220194	+	210		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_01000			220539	221060	+	522		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_01005			221145	221411	-	267		hypothetical protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_01015			222961	223827	-	867		membrane protein				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_01020			223988	225691	-	1704		major facilitator transporter				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_01025			225781	226332	+	552		TetR family transcriptional regulator				
1590.75	Lactobacillus plantarum 90sk	JXAX01000001	RefSeq	CDS		SC12_01030			226393	227451	-	1059		ribosome biogenesis GTPase RsgA				
