genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0051	b0051		51609	52430	-	822	rsmA	S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase		GO:0005737|cytoplasm;GO:0009451|RNA modification;GO:0042493|response to drug	2.1.1.-|Methyltransferases.	00130|Ubiquinone and other terpenoid-quinone biosynthesis;00253|Tetracycline biosynthesis;00340|Histidine metabolism;00350|Tyrosine metabolism;00360|Phenylalanine metabolism;00380|Tryptophan metabolism;00450|Selenoamino acid metabolism;00522|Biosynthesis of 12-, 14- and 16-membered macrolides;00624|1- and 2-Methylnaphthalene degradation;00627|1,4-Dichlorobenzene degradation;00860|Porphyrin and chlorophyll metabolism;00940|Phenylpropanoid biosynthesis;00941|Flavonoid biosynthesis;00942|Anthocyanin biosynthesis;00945|Stilbenoid, diarylheptanoid and gingerol biosynthesis;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01051|Biosynthesis of ansamycins;01057|Biosynthesis of type II polyketide products
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0052	b0052		52427	53416	-	990	pdxA	4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent		GO:0005737|cytoplasm;GO:0008615|pyridoxine biosynthetic process	1.1.1.262|4-hydroxythreonine-4-phosphate dehydrogenase	00750|Vitamin B6 metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0053	b0053		53416	54702	-	1287	surA	peptidyl-prolyl cis-trans isomerase (PPIase)		GO:0006457|protein folding;GO:0009279|cell outer membrane	5.2.1.8|Peptidylprolyl isomerase	
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0054	b0054		54755	57109	-	2355	lptD	exported protein required for envelope biosynthesis and integrity		GO:0009274|peptidoglycan-based cell wall;GO:0019866|organelle inner membrane		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0055	b0055		57364	58179	+	816	djlA	DnaJ-like protein, membrane anchored		GO:0006457|protein folding		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b4659	b4659		58474	59269	+	42	yabP					
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0058	b0058		59687	60346	-	660	rluA	pseudouridine synthase for 23S rRNA (position 746) and tRNAphe(position 32)		GO:0009451|RNA modification	4.2.1.70|Pseudouridylate synthase	00240|Pyrimidine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0059	b0059		60358	63264	-	2907	hepA	RNA polymerase-associated helicase protein (ATPase and RNA polymerase recycling factor)		GO:0009451|RNA modification	3.6.1.-|In phosphorous-containing anhydrides.	00230|Purine metabolism;00790|Folate biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0060	b0060		63429	65780	-	2352	polB	DNA polymerase II		GO:0005737|cytoplasm;GO:0006261|DNA-dependent DNA replication;GO:0006281|DNA repair;GO:0009314|response to radiation;GO:0009432|SOS response	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0061	b0061		65855	66550	-	696	araD	L-ribulose-5-phosphate 4-epimerase		GO:0005737|cytoplasm;GO:0016052|carbohydrate catabolic process	5.1.3.4|L-ribulose-5-phosphate 4-epimerase	00040|Pentose and glucuronate interconversions;00053|Ascorbate and aldarate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0062	b0062		66835	68337	-	1503	araA	L-arabinose isomerase		GO:0005737|cytoplasm;GO:0016052|carbohydrate catabolic process	5.3.1.4|L-arabinose isomerase	00040|Pentose and glucuronate interconversions
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0063	b0063		68348	70048	-	1701	araB	L-ribulokinase		GO:0005737|cytoplasm;GO:0016052|carbohydrate catabolic process	2.7.1.16|Ribulokinase	00040|Pentose and glucuronate interconversions
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0064	b0064		70387	71265	+	879	araC	DNA-binding transcriptional dual regulator		GO:0005737|cytoplasm;GO:0006350|transcription;GO:0016052|carbohydrate catabolic process;GO:0016563|transcription activator activity;GO:0016564|transcription repressor activity		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0065	b0065		71351	72115	+	765	yabI	conserved inner membrane protein		GO:0009274|peptidoglycan-based cell wall		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0066	b0066		72229	72927	-	699	thiQ	thiamin transporter subunit		GO:0005737|cytoplasm;GO:0009228|thiamin biosynthetic process;GO:0009274|peptidoglycan-based cell wall		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0067	b0067		72911	74521	-	1611	thiP	fused thiamin transporter subunits of ABC superfamily: membrane components		GO:0009228|thiamin biosynthetic process;GO:0009274|peptidoglycan-based cell wall;GO:0019866|organelle inner membrane		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0068	b0068		74497	75480	-	984	thiB	thiamin transporter subunit		GO:0009228|thiamin biosynthetic process;GO:0042597|periplasmic space		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0069	b0069		75644	77299	-	1656	sgrR	DNA-binding transcriptional regulator		GO:0042597|periplasmic space		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b4662	b4662		77388	77519	+	132	sgrT	Inhibitor of glucose uptake				
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0070	b0070		77621	78799	+	1179	setA	broad specificity sugar efflux system		GO:0009274|peptidoglycan-based cell wall;GO:0015543|lactose/glucose efflux transporter activity;GO:0016052|carbohydrate catabolic process;GO:0019866|organelle inner membrane		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0071	b0071		78848	79453	-	606	leuD	3-isopropylmalate isomerase subunit		GO:0005737|cytoplasm;GO:0009098|leucine biosynthetic process	4.2.1.33|3-isopropylmalate dehydratase	00290|Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0072	b0072		79464	80864	-	1401	leuC	3-isopropylmalate isomerase subunit, dehydratase component		GO:0005737|cytoplasm;GO:0009098|leucine biosynthetic process	4.2.1.33|3-isopropylmalate dehydratase	00290|Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0073	b0073		80867	81958	-	1092	leuB	3-isopropylmalate dehydrogenase		GO:0005737|cytoplasm;GO:0009098|leucine biosynthetic process	1.1.1.85|3-isopropylmalate dehydrogenase	00290|Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0074	b0074		81958	83529	-	1572	leuA	2-isopropylmalate synthase		GO:0005737|cytoplasm;GO:0009098|leucine biosynthetic process	2.3.3.13|2-isopropylmalate synthase	00290|Valine, leucine and isoleucine biosynthesis;00620|Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0075	b0075		83622	83708	-	87	leuL	leu operon leader peptide		GO:0005737|cytoplasm;GO:0009098|leucine biosynthetic process		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0076	b0076		84368	85312	+	945	leuO	DNA-binding transcriptional activator		GO:0005737|cytoplasm;GO:0006350|transcription;GO:0009098|leucine biosynthetic process;GO:0016563|transcription activator activity		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0077	b0077		85630	87354	+	1725	ilvI	acetolactate synthase III, large subunit			2.2.1.6|Acetolactate synthase	00290|Valine, leucine and isoleucine biosynthesis;00650|Butanoate metabolism;00660|C5-Branched dibasic acid metabolism;00770|Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0078	b0078		87357	87848	+	492	ilvH	acetolactate synthase III, thiamin-dependent, small subunit			2.2.1.6|Acetolactate synthase	00290|Valine, leucine and isoleucine biosynthesis;00650|Butanoate metabolism;00660|C5-Branched dibasic acid metabolism;00770|Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0080	b0080		88028	89032	+	1005	fruR	DNA-binding transcriptional dual regulator		GO:0005737|cytoplasm;GO:0006096|glycolysis;GO:0006350|transcription;GO:0016563|transcription activator activity;GO:0016564|transcription repressor activity		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0081	b0081		89634	90092	+	459	mraZ	conserved protein				
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0082	b0082		90094	91035	+	942	mraW	S-adenosyl-dependent methyltransferase activity on membrane-located substrates		GO:0042158|lipoprotein biosynthetic process	2.1.1.-|Methyltransferases.	00130|Ubiquinone and other terpenoid-quinone biosynthesis;00253|Tetracycline biosynthesis;00340|Histidine metabolism;00350|Tyrosine metabolism;00360|Phenylalanine metabolism;00380|Tryptophan metabolism;00450|Selenoamino acid metabolism;00522|Biosynthesis of 12-, 14- and 16-membered macrolides;00624|1- and 2-Methylnaphthalene degradation;00627|1,4-Dichlorobenzene degradation;00860|Porphyrin and chlorophyll metabolism;00940|Phenylpropanoid biosynthesis;00941|Flavonoid biosynthesis;00942|Anthocyanin biosynthesis;00945|Stilbenoid, diarylheptanoid and gingerol biosynthesis;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01051|Biosynthesis of ansamycins;01057|Biosynthesis of type II polyketide products
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0083	b0083		91032	91397	+	366	ftsL	membrane bound cell division protein at septum containing leucine zipper motif				
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0084	b0084		91413	93179	+	1767	ftsI	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)		GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall;GO:0019866|organelle inner membrane;GO:0042493|response to drug		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0085	b0085		93166	94653	+	1488	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso- diaminopimelate ligase		GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall	6.3.2.13|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	00300|Lysine biosynthesis;00550|Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0086	b0086		94650	96008	+	1359	murF	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D- alanine ligase		GO:0000270|peptidoglycan metabolic process;GO:0005737|cytoplasm;GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall	6.3.2.10|UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	00300|Lysine biosynthesis;00550|Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0087	b0087		96002	97084	+	1083	mraY	phospho-N-acetylmuramoyl-pentapeptide transferase		GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall;GO:0019866|organelle inner membrane	2.7.8.13|Phospho-N-acetylmuramoyl-pentapeptide-transferase	00550|Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0088	b0088		97087	98403	+	1317	murD	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase		GO:0005737|cytoplasm;GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall	6.3.2.9|UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	00471|D-Glutamine and D-glutamate metabolism;00550|Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0089	b0089		98403	99647	+	1245	ftsW	integral membrane protein involved in stabilizing FstZ ring during cell division		GO:0009274|peptidoglycan-based cell wall;GO:0019866|organelle inner membrane		
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0090	b0090		99644	100711	+	1068	murG	N-acetylglucosaminyl transferase		GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall;GO:0019866|organelle inner membrane	2.4.1.227|Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	00550|Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0091	b0091		100765	102240	+	1476	murC	UDP-N-acetylmuramate:L-alanine ligase		GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall	6.3.2.8|UDP-N-acetylmuramate--L-alanine ligase	00471|D-Glutamine and D-glutamate metabolism;00550|Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0092	b0092		102233	103153	+	921	ddlB	D-alanine:D-alanine ligase		GO:0005737|cytoplasm;GO:0009252|peptidoglycan biosynthetic process;GO:0009274|peptidoglycan-based cell wall	6.3.2.4|D-alanine--D-alanine ligase	00473|D-Alanine metabolism;00550|Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	RefSeq	CDS		b0093	b0093		103155	103985	+	831	ftsQ	membrane anchored protein involved in growth of wall at septum		GO:0019866|organelle inner membrane		
